# step,rank,entropy,components,curvature,nabla_t
150.000000,16.000000,2.155705,1.000000,5495863234315800766645505202324654751129700041431711744.000000,15643829827760483094490282685643848132951560834514944.000000
151.000000,16.000000,2.155708,1.000000,80799449368819711071573536239864468293686566956790972416.000000,230001237481563654986142180372807125405698427042398208.000000
152.000000,16.000000,2.155709,1.000000,1187902522231034166761300265746376736330730331105589723136.000000,3381539823529984678711971503451442278648252610778234880.000000
153.000000,16.000000,2.155711,1.000000,17464378752830996259839487187169383590897193509303214931968.000000,49716046884578687512383979724584956705621547001843810304.000000
154.000000,16.000000,2.155712,1.000000,256758851382206390515454474446787998688861419714242991357952.000000,730931759281075432787541742469858056953683063502872248320.000000
155.000000,16.000000,2.155713,1.000000,3774832301518053350690481517329664932080359058641166538899456.000000,10746216208454964750665388085771955145094841581111450009600.000000
156.000000,16.000000,2.155714,1.000000,55497045734006436590056639765204101265670867849534580793016320.000000,157991269442932707466398005177312737514362332503641235128320.000000
157.000000,16.000000,2.155715,1.000000,815909590048729762128527257006723849725045494027354980606803968.000000,2322788144855734858217611309348116693303198816837956098064384.000000
158.000000,16.000000,2.155715,1.000000,11995384859207846394548858190794636222948537132550139171106193408.000000,34149574296491574048939600923810910347798067438899034960429056.000000
159.000000,16.000000,2.155716,1.000000,176354406347579489725099738829520229210779558809333430467174596608.000000,502065429948785193010796487361299699399556241022715161837830144.000000
160.000000,16.000000,2.155716,1.000000,2592736777475904700016888748051198741122599987622960711051310530560.000000,7381332974977276883360047680083934387125884950498097520239968256.000000
161.000000,16.000000,2.155716,1.000000,38118037041304198806698572598247819177357958321601609535761156145152.000000,108519761063008708690178448802837193421860847359923528770397405184.000000
162.000000,16.000000,2.155717,1.000000,560405793805814888112306992934434960142885809025567865558326155673600.000000,1595447420529521543323964553256603908474830598437763555844180410368.000000
163.000000,16.000000,2.155717,1.000000,8239003677953663943863133962465763457221185662057969955083248920952832.000000,23456103304879029699500748426670690861769602219768717097453330890752.000000
164.000000,16.000000,2.155717,1.000000,121128620071667963439393442708765204541964881067135340919414675757596672.000000,344849016623021793074898802004355724958746025720726800283098257817600.000000
